 HRU   WRID   WSRC   PRIOR   WATER(acre-ft)   YEAR
  7154     1775      5      1      34.7468759997   1997
  7155     1784      5      1       6.1795900590   1997
  7156     1798      5      1     542.1079625732   1997
  7156     1090      3      2       0.0000000000   1997
  7158      860      4      1       0.0000000000   1997
  7159      860      4      1       0.0000000000   1997
  7160      860      4      1       0.0000000000   1997
  7161      860      4      1       0.0000000000   1997
  7162      860      4      1       0.0000000000   1997
  7163      860      4      1       0.0000000000   1997
  7164      860      4      1       0.0000000000   1997
  7165      860      4      1       0.0000000000   1997
  7166     1798      5      1     483.5890711946   1997
  7166     1090      3      2       0.0000000000   1997
  7167     1795      5      1     715.9161627979   1997
  7167     1520      4      2       0.0000000000   1997
  7167     1521      3      3       0.0000000000   1997
  7168     1795      5      1     241.3693082641   1997
  7168     1520      4      2       0.0000000000   1997
  7168     1521      3      3       0.0000000000   1997
  7169     1795      5      1      48.8492027962   1997
  7169     1520      4      2       0.0000000000   1997
  7169     1521      3      3       0.0000000000   1997
  7170     1795      5      1      71.6436709547   1997
  7170     1520      4      2       0.0000000000   1997
  7170     1521      3      3       0.0000000000   1997
  7171     1795      5      1     110.6846771154   1997
  7171     1520      4      2       0.0000000000   1997
  7171     1521      3      3       0.0000000000   1997
  7172     1795      5      1     112.3559061511   1997
  7172     1520      4      2       0.0000000000   1997
  7172     1521      3      3       0.0000000000   1997
  7173     1795      5      1      74.5203766718   1997
  7173     1520      4      2       0.0000000000   1997
  7173     1521      3      3       0.0000000000   1997
  7174     1795      5      1     135.5065378745   1997
  7174     1520      4      2       0.0000000000   1997
  7174     1521      3      3       0.0000000000   1997
  7175      767      4      1     544.9028572151   1997
  7177     1798      5      1      67.4732086981   1997
  7177     1090      3      2       0.0000000000   1997
  7178      831      4      1       0.7209521735   1997
  7180      767      4      1     652.6742990170   1997
  7182     1775      5      1       9.8579174750   1997
  7183     1730      5      1       0.9195818540   1997
  7184     1740      5      1       0.1324197870   1997
  7185     1730      5      1       0.2648395740   1997
  7185     1740      5      2       0.0000000000   1997
  7186     1798      5      1     124.2687402629   1997
  7186     1090      3      2       0.0000000000   1997
  7188     1077      4      1       1.7288138855   1997
  7189     1584      4      1       4.5905526152   1997
  7190     1798      5      1     317.6418371747   1997
  7190     1090      3      2       0.0000000000   1997
  7191     1733      5      1    1162.4075262572   1997
  7192     1733      5      1       0.0000000000   1997
  7193     1733      5      1       0.0000000000   1997
  7194     1733      5      1       0.0000000000   1997
  7195     1733      5      1       0.0000000000   1997
  7196     1733      5      1       0.0000000000   1997
  7197     1733      5      1     165.6170090051   1997
  7198     1733      5      1     192.7259649643   1997
  7199     1733      5      1       0.0000000000   1997
  7200     1733      5      1       0.0000000000   1997
  7201     1733      5      1       0.0000000000   1997
  7202     1733      5      1       0.0000000000   1997
  7203     1733      5      1       0.0000000000   1997
  7204     1733      5      1       0.0000000000   1997
  7205     1733      5      1      48.4447136194   1997
  7206     1733      5      1     232.0042232434   1997
  7207      792      4      1     234.3735100354   1997
  7209     1798      5      1      92.1705136805   1997
  7209     1090      3      2       0.0000000000   1997
  7210     1733      5      1       0.0000000000   1997
  7214     1736      5      1       0.0000000000   1997
  7214     1697      3      2       0.0000000000   1997
  7215     1736      5      1       0.0000000000   1997
  7215     1697      3      2       0.0000000000   1997
  7216     1736      5      1       0.0000000000   1997
  7216     1697      3      2       0.0000000000   1997
  7217     1736      5      1       0.0000000000   1997
  7217     1697      3      2       0.0000000000   1997
  7218     1736      5      1       0.0000000000   1997
  7218     1697      3      2       0.0000000000   1997
  7219     1736      5      1       0.0000000000   1997
  7219     1697      3      2       0.0000000000   1997
  7220     1736      5      1       0.0000000000   1997
  7220     1697      3      2       0.0000000000   1997
  7221     1736      5      1       0.0000000000   1997
  7221     1697      3      2       0.0000000000   1997
  7222     1736      5      1       0.0000000000   1997
  7222     1697      3      2       0.0000000000   1997
  7223     1736      5      1      20.7396783605   1997
  7223     1697      3      2       0.0000000000   1997
  7224     1736      5      1      13.3180820237   1997
  7224     1697      3      2       0.0000000000   1997
  7225     1736      5      1       0.0000000000   1997
  7225     1697      3      2       0.0000000000   1997
  7226     1736      5      1       0.0000000000   1997
  7226     1697      3      2       0.0000000000   1997
  7227     1736      5      1       0.0000000000   1997
  7227     1697      3      2       0.0000000000   1997
  7228     1584      4      1       4.1050133963   1997
  7229     1584      4      1      51.5914593044   1997
  7229     1585      4      2       0.0000000000   1997
  7230     1029      4      1      40.9544974504   1997
  7230     1584      4      2       0.0000000000   1997
  7231     1584      4      1       0.0000000000   1997
  7232     1584      4      1       6.1869467138   1997
  7233     1584      4      1     119.6595423329   1997
  7234     1584      4      1      88.1501018148   1997
  7235     1584      4      1       9.1700702482   1997
  7235     1585      4      2       0.0000000000   1997
  7236     1077      4      1       3.4576277711   1997
  7237     1584      4      1       4.1491533253   1997
  7238     1029      4      1       2.4203394398   1997
  7238     1077      4      2       0.0000000000   1997
  7238     1584      4      3       0.0000000000   1997
  7239     1029      4      1      12.0170956683   1997
  7239     1077      4      2       0.0000000000   1997
  7239     1584      4      3       0.0000000000   1997
  7240     1775      5      1       7.7465575382   1997
  7241     1736      5      1       0.0000000000   1997
  7242     1775      5      1     317.9503093221   1997
  7243     1798      5      1      70.2682301788   1997
  7243     1090      3      2       0.0000000000   1997
  7244     1798      5      1       0.6326723156   1997
  7245     1798      5      1    1225.4411206031   1997
  7245     1090      3      2       0.0000000000   1997
  7246     1798      5      1     790.9951378814   1997
  7246     1090      3      2       0.0000000000   1997
  7247     1798      5      1      29.0085583918   1997
  7247     1090      3      2       0.0000000000   1997
  7248     1798      5      1     375.0038311616   1997
  7248     1090      3      2       0.0000000000   1997
